Platform,Congress,MemberICPSR,MemberName,MemberParty,MemberChamber,MemberState,MemberDistrict,n_messages,n_scored,mean_partisan_score,mean_partisan_extremity,p_Advertising,p_PositionTaking,p_CreditClaiming,p_NegativePartisan,p_Bipartisan,p_ConstituentService,p_CreditConstituent,p_CreditPolicy,mean_likes,mean_shares,mean_replies,mean_quotes,n_newsletters
Facebook,116,20934,"Tonko, Paul",Democrat,House,NY,21,1657,1489,-0.367,0.6835,0.07,0.6572,0.1086,0.3687,0.029,0.0682,0.0072,0.0966,52.2806,24.5842,32.3929,,
Facebook,116,20944,"Schrader, Kurt",Democrat,House,OR,5,452,442,0.0001,0.4999,0.3319,0.4027,0.2235,0.0332,0.115,0.4956,0.0332,0.2102,45.6704,5.6881,27.7478,,
Facebook,116,20946,"Thompson, Glenn",Republican,House,PA,5,727,693,0.3901,0.695,0.3122,0.1719,0.0358,0.0303,0.0055,0.4099,0.0096,0.022,38.4773,8.2008,7.0564,,
Facebook,116,20947,"Roe, Phil",Republican,House,TN,1,73,66,0.3006,0.6503,0.0274,0.3973,0.0,0.0822,0.0274,0.0411,0.0,0.0,84.7945,68.9315,20.0411,,
Facebook,116,20948,"Olson, Pete",Republican,House,TX,22,2204,2153,0.4252,0.7126,0.1751,0.3775,0.0585,0.0522,0.0123,0.2967,0.0086,0.0485,25.6438,7.0386,7.3838,,
Facebook,116,20952,"Connolly, Gerald",Democrat,House,VA,11,430,423,-0.4966,0.7483,0.2047,0.5488,0.1116,0.3349,0.0116,0.2233,0.0,0.1,96.1814,67.9233,57.693,,
Facebook,116,20954,"Quigley, Mike",Democrat,House,IL,5,2068,2053,-0.3653,0.6826,0.1441,0.5643,0.1248,0.2287,0.0213,0.1929,0.0053,0.119,51.8844,8.6136,19.9724,,
Facebook,116,20955,"Chu, Judy",Democrat,House,CA,32,455,449,-0.4806,0.7403,0.1407,0.6659,0.1451,0.2747,0.0088,0.1824,0.0044,0.1516,82.0923,36.4725,41.9516,,
Facebook,116,20958,"Garamendi, John",Democrat,House,CA,10,1237,1219,-0.0042,0.5021,0.2902,0.5699,0.3646,0.1196,0.0776,0.2546,0.0639,0.3379,89.2951,18.2838,29.6621,,
Facebook,116,20959,"Deutch, Theodore E.",Democrat,House,FL,19,518,465,-0.3094,0.6547,0.2239,0.4537,0.1332,0.0579,0.0714,0.3224,0.0077,0.1216,123.7954,19.778,61.8069,,
Facebook,116,20962,"Graves, Tom",Republican,House,GA,9,36,36,0.3186,0.6593,0.0,0.3056,0.1111,0.0556,0.0556,0.0556,0.0,0.1111,109.3611,23.8333,23.7778,,
Facebook,116,21101,"Reed, Tom",Republican,House,NY,29,1418,1306,0.1291,0.5646,0.2426,0.3526,0.115,0.0564,0.0719,0.3935,0.031,0.0818,78.3999,19.6262,109.6001,,
Facebook,116,21102,"Sewell, Terri",Democrat,House,AL,7,1514,1495,-0.3791,0.6896,0.1929,0.3322,0.0766,0.0786,0.0099,0.3223,0.0132,0.0654,147.9174,44.2266,50.9115,,
Facebook,116,21103,"Gosar, Paul",Republican,House,AZ,1,833,783,0.3543,0.6772,0.1092,0.491,0.084,0.1753,0.0132,0.1645,0.0192,0.066,143.9028,63.9028,157.0948,,
Facebook,116,21105,"Schweikert, David",Republican,House,AZ,6,877,845,0.2717,0.6358,0.2155,0.2531,0.1049,0.0091,0.0262,0.3421,0.0068,0.0889,52.7845,8.3751,25.667,,
Facebook,116,21110,"Bass, Karen",Democrat,House,CA,33,1177,1137,-0.4724,0.7362,0.0416,0.5964,0.0476,0.2201,0.0034,0.0535,0.0,0.045,88.1028,29.6729,30.8352,,
Facebook,116,21111,"Tipton, Scott",Republican,House,CO,3,276,271,0.5709,0.7854,0.2319,0.4457,0.2428,0.0217,0.0362,0.3043,0.0326,0.2101,67.3804,15.8841,38.087,,
Facebook,116,21112,"GARDNER, Cory",Republican,House,CO,4,62,60,0.2753,0.6376,0.1129,0.2903,0.0806,0.1452,0.0161,0.1613,0.0161,0.0161,186.4355,39.2097,135.8387,,
Facebook,116,21116,"Webster, Daniel",Republican,House,FL,11,642,621,0.4148,0.7074,0.0872,0.3754,0.1215,0.1121,0.0389,0.1931,0.0109,0.0888,107.3022,24.6745,56.5016,,
Facebook,116,21118,"Wilson, Frederica",Democrat,House,FL,17,288,272,-0.3807,0.6904,0.1285,0.5069,0.1736,0.1215,0.0174,0.1597,0.0,0.1632,22.8681,4.8889,36.0972,,
Facebook,116,21122,"Woodall, Rob",Republican,House,GA,7,424,421,0.5434,0.7717,0.3962,0.4835,0.1156,0.1085,0.1132,0.2925,0.0094,0.0943,43.2358,9.0873,27.8137,,
Facebook,116,21123,"Scott, Austin",Republican,House,GA,8,309,308,0.589,0.7945,0.1392,0.3592,0.1359,0.1489,0.0324,0.2783,0.0162,0.1068,181.8155,36.0809,90.3883,,
Facebook,116,21128,"Kinzinger, Adam",Republican,House,IL,11,381,363,0.2491,0.6246,0.1601,0.4567,0.1286,0.0262,0.0446,0.1627,0.0157,0.1155,159.9606,28.4567,107.1417,,
Facebook,116,21132,"Bucshon, Larry",Republican,House,IN,8,854,818,0.5052,0.7526,0.2494,0.4227,0.0937,0.1885,0.0304,0.3314,0.0316,0.0714,68.2131,15.3279,53.6885,,
Facebook,116,21133,"YOUNG, Todd",Republican,House,IN,9,2395,2364,0.4572,0.7286,0.2706,0.5023,0.2969,0.0555,0.0493,0.3106,0.0326,0.2585,111.5566,15.3186,175.6418,,
Facebook,116,21137,"Richmond, Cedric",Democrat,House,LA,2,31,31,0.2265,0.3867,0.1935,0.2258,0.1613,0.0323,0.0,0.3226,0.0,0.129,67.4516,26.2258,30.4839,,
Facebook,116,21139,"Harris, Andy",Other,House,MD,1,924,854,0.2619,0.6309,0.1926,0.2792,0.0411,0.0617,0.0043,0.3961,0.0162,0.0227,123.3258,94.9297,93.1234,,
Facebook,116,21140,"Keating, William",Democrat,House,MA,10,399,380,-0.1971,0.5986,0.1153,0.5439,0.1529,0.2506,0.0175,0.1855,0.0175,0.1253,78.3233,22.599,32.3534,,
Facebook,116,21142,"Huizenga, Bill",Other,House,MI,2,1554,1530,0.4247,0.7123,0.1615,0.4402,0.0849,0.1622,0.0489,0.2329,0.0199,0.0644,260.6737,95.8385,120.0804,,
Facebook,116,21143,"Amash, Justin",Republican,House,MI,3,34,27,0.1494,0.5747,0.0882,0.4412,0.0588,0.1471,0.0,0.0,0.0,0.0588,1940.7647,511.2059,894.2059,,
Facebook,116,21148,"Palazzo, Steven",Republican,House,MS,4,1311,1293,0.5503,0.7751,0.151,0.4226,0.1587,0.1609,0.0168,0.2479,0.0381,0.1297,138.3806,27.8497,58.923,,
Facebook,116,21149,"Hartzler, Vicky",Republican,House,MO,4,939,931,0.5117,0.7559,0.1991,0.4728,0.1715,0.0937,0.0405,0.2897,0.0298,0.1395,171.4345,21.886,115.8818,,
Facebook,116,21150,"Long, Billy",Republican,House,MO,7,63,60,0.3835,0.6917,0.127,0.4127,0.0635,0.2381,0.0476,0.2222,0.0,0.0476,188.4603,32.7302,107.0794,,
Facebook,116,21162,"Johnson, Bill",Republican,House,OH,6,940,934,0.499,0.7495,0.1309,0.5691,0.1096,0.2745,0.0383,0.2181,0.0234,0.0926,298.416,94.8511,196.5468,,
Facebook,116,21163,"Stivers, Steve",Republican,House,OH,15,669,626,0.0938,0.5469,0.1271,0.3423,0.1749,0.0135,0.0448,0.3348,0.0269,0.1525,44.8984,5.9955,22.6263,,
Facebook,116,21165,"Gibbs, Bob",Republican,House,OH,18,460,456,0.4714,0.7357,0.137,0.4978,0.137,0.2065,0.0565,0.2717,0.0348,0.1065,108.9457,35.2457,99.4196,,
Facebook,116,21166,"LANKFORD, James",Republican,House,OK,5,1168,1066,0.2358,0.6179,0.2406,0.3527,0.0959,0.0402,0.0317,0.2714,0.0043,0.0839,411.4015,79.3296,328.9324,,
Facebook,116,21167,"Kelly, Mike",Republican,House,PA,16,505,495,0.3238,0.6619,0.2119,0.4871,0.1604,0.1446,0.0416,0.2693,0.0257,0.1149,179.0891,34.5208,124.7069,,
Facebook,116,21172,"Cicilline, David",Democrat,House,RI,1,1178,1042,-0.2903,0.6452,0.1367,0.3939,0.0968,0.2699,0.0229,0.0832,0.0119,0.0798,181.7733,42.9329,131.7632,,
Facebook,116,21173,"SCOTT, Tim",Republican,House,SC,1,857,841,0.2783,0.6392,0.2439,0.3944,0.1505,0.0607,0.0315,0.14,0.0093,0.1365,1442.993,175.8436,338.9557,,
Facebook,116,21174,"Duncan, Jeff",Republican,House,SC,3,1390,1378,0.5161,0.7581,0.1129,0.5367,0.0784,0.3144,0.0144,0.1647,0.0079,0.0705,225.3086,82.3583,180.0079,,
Facebook,116,21178,"Fleischmann, Charles",Republican,House,TN,3,1291,1242,0.4483,0.7241,0.1882,0.3184,0.0728,0.1123,0.0163,0.1789,0.0201,0.0589,71.8761,9.1309,52.7452,,
Facebook,116,21179,"DesJarlais, Scott",Republican,House,TN,4,485,477,0.5204,0.7602,0.0701,0.6206,0.0907,0.2866,0.0247,0.1732,0.0041,0.0722,246.7814,70.2454,115.2371,,
Facebook,116,21187,"Herrera Beutler, Jaime",Republican,House,WA,3,911,894,0.1037,0.5519,0.18,0.5027,0.3919,0.034,0.0977,0.2953,0.0692,0.3502,176.3568,19.8979,121.82,,
Facebook,116,21188,"McKinley, David",Republican,House,WV,1,782,760,0.2307,0.6153,0.1228,0.3913,0.1726,0.0639,0.0678,0.2353,0.0499,0.1228,37.1547,11.9233,19.0192,,
Facebook,116,21189,"Duffy, Sean",Republican,House,WI,7,279,269,0.4624,0.7312,0.0932,0.4659,0.1075,0.1971,0.0143,0.1254,0.0108,0.0968,221.1434,201.0358,80.9247,,
Facebook,116,21191,"Griffith, H. Morgan",Republican,House,VA,9,753,721,0.3881,0.6941,0.2218,0.2497,0.0651,0.0438,0.0106,0.3546,0.0226,0.0438,101.1169,14.7676,48.4356,,
Facebook,116,21193,"Brooks, Mo",Republican,House,AL,5,766,759,0.5587,0.7794,0.2833,0.5274,0.1371,0.2219,0.0117,0.2833,0.0078,0.1279,461.7637,266.7311,178.3016,,
Facebook,116,21196,"Amodei, Mark",Republican,House,NV,2,121,121,0.4392,0.7196,0.3636,0.281,0.1157,0.0496,0.0331,0.4132,0.0496,0.0744,79.4545,15.0083,95.2893,,
Facebook,116,21198,"Bonamici, Suzanne",Democrat,House,OR,1,1028,1006,-0.6043,0.8022,0.1508,0.6712,0.3405,0.2004,0.0574,0.251,0.0195,0.3278,72.2412,9.3385,36.9494,,
Facebook,116,21300,"SINEMA, Kyrsten",Democrat,House,AZ,9,4007,3907,-0.2405,0.6203,0.0399,0.2775,0.1827,0.0035,0.0489,0.2688,0.0359,0.1071,128.7519,12.0542,41.3511,,
Facebook,116,21301,"COTTON, Tom",Republican,House,AR,4,685,680,0.3716,0.6858,0.1401,0.6642,0.0949,0.2832,0.0058,0.1007,0.0015,0.0847,1152.1504,377.5533,410.8088,,
Facebook,116,21302,"LaMalfa, Doug",Republican,House,CA,1,1087,1059,0.4205,0.7102,0.195,0.4811,0.2052,0.1159,0.0506,0.3385,0.0653,0.1481,157.0414,53.0543,129.4563,,
Facebook,116,21303,"Huffman, Jared",Democrat,House,CA,2,2137,2106,-0.3757,0.6879,0.1563,0.6285,0.1558,0.3467,0.0402,0.1891,0.0122,0.1259,104.6373,22.2639,39.9078,,
Facebook,116,21304,"Bera, Ami",Democrat,House,CA,7,587,557,-0.3784,0.6892,0.2112,0.4617,0.2129,0.1005,0.0886,0.2947,0.0221,0.1925,72.7053,8.3169,40.4174,,
Facebook,116,21305,"Cook, Paul",Republican,House,CA,8,5,5,-0.045,0.4775,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,31.8,4.2,7.4,,
Facebook,116,21306,"Swalwell, Eric",Democrat,House,CA,15,2576,2529,-0.4682,0.7341,0.1704,0.5159,0.0912,0.2787,0.0322,0.1875,0.0066,0.0765,222.8152,51.5908,158.3257,,
Facebook,116,21308,"Brownley, Julia",Democrat,House,CA,26,1417,1260,-0.2471,0.6235,0.1101,0.4848,0.2364,0.12,0.0388,0.1983,0.0198,0.2131,68.4135,10.9442,41.3331,,
Facebook,116,21309,"Cardenas, Tony",Democrat,House,CA,29,840,759,-0.3607,0.6804,0.1048,0.456,0.1321,0.1774,0.0202,0.1488,0.0012,0.1262,31.3345,9.0226,12.4762,,
Facebook,116,21311,"Ruiz, Raul",Democrat,House,CA,36,2051,2040,-0.3678,0.6839,0.1073,0.4642,0.2955,0.0341,0.0356,0.2823,0.0302,0.2404,143.0161,19.8103,35.3023,,
Facebook,116,21312,"Takano, Mark",Democrat,House,CA,41,1121,1109,-0.4735,0.7367,0.1338,0.6155,0.1971,0.2328,0.0196,0.1847,0.0232,0.1659,155.3327,46.6209,90.1641,,
Facebook,116,21313,"Lowenthal, Alan",Democrat,House,CA,47,853,853,-0.5353,0.7677,0.0352,0.7691,0.2544,0.3505,0.0422,0.075,0.007,0.2298,125.6987,43.4666,51.0035,,
Facebook,116,21314,"Vargas, Juan",Democrat,House,CA,51,392,390,-0.2887,0.6444,0.0791,0.4439,0.1352,0.1173,0.0306,0.301,0.023,0.1224,53.4439,9.3852,27.2066,,
Facebook,116,21315,"Peters, Scott",Democrat,House,CA,52,930,924,-0.4086,0.7043,0.1527,0.5172,0.2677,0.0645,0.0796,0.2419,0.0237,0.2452,57.4215,8.0323,17.0129,,
Facebook,116,21317,"Yoho, Ted",Republican,House,FL,3,277,266,0.539,0.7695,0.2996,0.4296,0.1191,0.0614,0.0469,0.1986,0.0217,0.0975,85.065,16.3899,106.2708,,
Facebook,116,21321,"Frankel, Lois",Democrat,House,FL,22,1035,1022,-0.5305,0.7652,0.1604,0.6242,0.1498,0.2019,0.0435,0.1903,0.0222,0.1217,62.2155,11.5797,62.2512,,
Facebook,116,21323,"Collins, Doug",Republican,House,GA,9,749,688,0.2396,0.6198,0.0534,0.4726,0.0347,0.3738,0.0134,0.0401,0.0027,0.0294,380.1295,614.5754,191.5113,,
Facebook,116,21324,"Gabbard, Tulsi",Democrat,House,HI,2,1317,1243,-0.328,0.664,0.186,0.4867,0.1579,0.1268,0.0289,0.1731,0.0099,0.1245,1696.2111,524.1807,440.9749,,
Facebook,116,21325,"DUCKWORTH, Tammy",Democrat,House,IL,8,1729,1714,-0.3831,0.6916,0.1573,0.6657,0.2927,0.2163,0.0538,0.1342,0.0301,0.2828,741.6379,148.0642,357.3528,,
Facebook,116,21326,"Schneider, Bradley",Democrat,House,IL,10,1380,1362,-0.2518,0.6259,0.2196,0.4928,0.1732,0.1391,0.0587,0.3594,0.008,0.163,82.3783,11.0486,35.1913,,
Facebook,116,21328,"Davis, Rodney",Republican,House,IL,13,1177,1163,0.3653,0.6827,0.2889,0.3823,0.209,0.0688,0.0867,0.4146,0.0459,0.1742,79.8097,14.2421,23.6304,,
Facebook,116,21329,"Bustos, Cheri",Democrat,House,IL,17,2547,2532,-0.244,0.622,0.2132,0.4389,0.2324,0.0856,0.0243,0.2843,0.0357,0.2057,93.2937,17.214,45.8327,,
Facebook,116,21330,"Walorski, Jackie",Republican,House,IN,2,1562,1554,0.22,0.61,0.1447,0.4315,0.1351,0.0839,0.0781,0.3214,0.0134,0.1095,90.3105,12.3572,54.0576,,
Facebook,116,21333,"Barr, Andy",Republican,House,KY,6,936,912,0.4648,0.7324,0.2564,0.5075,0.2703,0.1378,0.0438,0.2863,0.0513,0.235,156.1613,36.2949,64.6132,,
Facebook,116,21335,"Kennedy, Joseph",Democrat,House,MA,4,616,569,-0.5198,0.7599,0.1136,0.6218,0.0487,0.2971,0.013,0.1299,0.0,0.0438,4693.0244,1045.7906,545.4302,,
Facebook,116,21337,"Wagner, Ann",Republican,House,MO,2,649,645,0.2899,0.6449,0.225,0.4376,0.2188,0.0601,0.0447,0.2666,0.0231,0.1988,83.0539,10.3683,68.2943,,
Facebook,116,21338,"DAINES, Steve",Republican,House,MT,1,1333,1313,0.2576,0.6288,0.1613,0.4111,0.1778,0.1358,0.0458,0.2101,0.0285,0.1418,215.6654,22.7607,120.4066,,
Facebook,116,21339,"Horsford, Steven",Democrat,House,NV,4,1730,1684,-0.4008,0.7004,0.2231,0.4399,0.178,0.0566,0.0156,0.296,0.0173,0.1566,27.7665,3.8913,6.7104,,
Facebook,116,21340,"Kuster, Ann",Democrat,House,NH,2,2619,2524,-0.4822,0.7411,0.1795,0.5231,0.2703,0.0905,0.0928,0.2253,0.0409,0.257,73.0989,9.8885,48.1348,,
Facebook,116,21342,"Meng, Grace",Democrat,House,NY,6,1421,1411,-0.4339,0.717,0.1999,0.4616,0.202,0.1112,0.0091,0.3216,0.0084,0.1809,47.7368,4.5074,12.3617,,
Facebook,116,21343,"Jeffries, Hakeem",Democrat,House,NY,8,912,692,-0.3497,0.6748,0.1064,0.3487,0.0252,0.2182,0.0066,0.1162,0.0,0.0175,277.0197,104.7807,70.3388,,
Facebook,116,21344,"Maloney, Sean",Democrat,House,NY,18,1568,1549,-0.4972,0.7486,0.1703,0.4739,0.1594,0.0995,0.03,0.2583,0.023,0.1378,102.9413,22.1129,57.1722,,
Facebook,116,21345,"Collins, Chris",Republican,House,NY,27,121,121,0.6905,0.8452,0.3884,0.2479,0.2149,0.0165,0.0,0.5785,0.1157,0.1322,42.4876,4.314,15.6116,,
Facebook,116,21348,"Meadows, Mark",Republican,House,NC,11,5,4,0.336,0.668,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,115.0,16.2,106.6,,
Facebook,116,21349,"Holding, George",Republican,House,NC,13,4,2,0.4122,0.7061,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,7.0,19.5,,
Facebook,116,21350,"CRAMER, Kevin",Republican,House,ND,1,1390,1369,0.5816,0.7908,0.2691,0.6058,0.1957,0.1353,0.0547,0.1691,0.0058,0.1705,93.9101,12.8129,76.0619,,
Facebook,116,21351,"Wenstrup, Brad",Republican,House,OH,2,982,951,0.3834,0.6917,0.2434,0.3859,0.1232,0.0642,0.0407,0.2485,0.0102,0.112,138.2933,25.1059,76.0906,,
Facebook,116,21352,"Beatty, Joyce",Democrat,House,OH,3,1692,1551,-0.3519,0.6759,0.0757,0.4025,0.107,0.1761,0.0284,0.0934,0.0201,0.0851,240.513,67.1495,98.8351,,
Facebook,116,21353,"Joyce, David",Republican,House,OH,14,920,915,0.2711,0.6356,0.2163,0.4326,0.2924,0.0098,0.1196,0.3435,0.0848,0.2489,64.8239,10.2098,29.3348,,
Facebook,116,21355,"Mullin, Markwayne",Republican,House,OK,2,1307,1264,0.282,0.641,0.1132,0.4529,0.0459,0.2854,0.013,0.1492,0.0054,0.0413,872.4491,201.6259,185.7123,,
Facebook,116,21356,"Perry, Scott",Republican,House,PA,4,287,253,0.0827,0.5414,0.1185,0.1916,0.0314,0.0976,0.0,0.0906,0.0,0.0209,217.4007,34.2195,31.8014,,
Facebook,116,21358,"Cartwright, Matt",Other,House,PA,17,1188,1172,-0.2938,0.6469,0.1818,0.4066,0.2795,0.0311,0.0143,0.2946,0.0918,0.2197,125.5084,16.6061,32.9739,,
Facebook,116,21359,"Rice, Tom",Republican,House,SC,7,759,752,0.3718,0.6859,0.1976,0.4111,0.1028,0.1594,0.0237,0.2925,0.0316,0.0777,89.058,29.5679,66.8656,,
Facebook,116,21360,"Weber, Randy",Republican,House,TX,14,799,757,0.3171,0.6585,0.1076,0.2966,0.0839,0.0939,0.0263,0.2265,0.0238,0.0588,45.9186,13.7635,35.9937,,
Facebook,116,21362,"Castro, Joaquin",Democrat,House,TX,20,926,825,-0.3077,0.6539,0.203,0.4514,0.1102,0.1922,0.013,0.1847,0.0065,0.094,247.7754,50.5216,87.3823,,
Facebook,116,21364,"Williams, Roger",Republican,House,TX,25,1404,1377,0.3308,0.6654,0.2258,0.3989,0.1781,0.1368,0.0235,0.25,0.037,0.1496,105.9437,24.344,73.4444,,
Facebook,116,21365,"Veasey, Marc",Democrat,House,TX,33,1205,1179,-0.3898,0.6949,0.2456,0.5145,0.1502,0.1676,0.0299,0.2315,0.0066,0.1378,40.1618,8.156,22.99,,
Facebook,116,21366,"Vela, Filemon",Democrat,House,TX,34,878,871,-0.0421,0.521,0.1185,0.2597,0.0774,0.0535,0.0091,0.4544,0.0251,0.0558,39.3349,16.5843,18.5159,,
Facebook,116,21367,"Stewart, Chris",Republican,House,UT,2,894,852,0.3515,0.6758,0.2595,0.5324,0.1174,0.1723,0.0268,0.1711,0.0089,0.0996,136.7539,22.2036,128.8792,,
Facebook,116,21368,"Kilmer, Derek",Democrat,House,WA,6,2442,2428,-0.1836,0.5918,0.3444,0.5139,0.2957,0.0254,0.0889,0.3808,0.0217,0.2715,138.5459,23.4169,42.7981,,
Facebook,116,21370,"Pocan, Mark",Democrat,House,WI,2,857,846,-0.3978,0.6989,0.1762,0.5158,0.1015,0.2742,0.0047,0.182,0.0012,0.0898,175.8005,63.769,79.5974,,
Facebook,116,21371,"Kelly, Robin",Democrat,House,IL,2,2333,2304,-0.2192,0.6096,0.1732,0.3806,0.09,0.1547,0.0373,0.3279,0.0154,0.0759,30.5877,14.0523,6.2949,,
Facebook,116,21372,"Kildee, Daniel",Democrat,House,MI,5,818,813,-0.4535,0.7267,0.1565,0.6137,0.3105,0.1467,0.0856,0.2445,0.0844,0.2689,376.4817,121.3961,152.5024,,
Facebook,116,21373,"Smith, Jason",Republican,House,MO,8,846,840,0.3875,0.6937,0.1702,0.552,0.1158,0.3262,0.0106,0.2045,0.0095,0.1028,402.3641,100.3499,90.5248,,
Facebook,116,21375,"Clark, Katherine",Democrat,House,MA,5,1172,1109,-0.5868,0.7934,0.1109,0.5998,0.0887,0.1997,0.0094,0.1126,0.0026,0.0768,100.4147,16.1391,22.7466,,
Facebook,116,21376,"Byrne, Bradley",Republican,House,AL,1,2266,2215,0.3403,0.6702,0.1395,0.4289,0.0909,0.2895,0.0066,0.1726,0.0119,0.0763,122.974,51.3433,57.4237,,
Facebook,116,21500,"Palmer, Gary",Republican,House,AL,6,541,529,0.4676,0.7338,0.2994,0.4399,0.0832,0.1516,0.0111,0.2662,0.0074,0.0665,126.7652,25.0388,48.0333,,
Facebook,116,21501,"McSALLY, Martha",Republican,House,AZ,2,837,789,0.2488,0.6244,0.1637,0.3656,0.2437,0.006,0.0263,0.3106,0.0179,0.2186,285.2915,53.8148,95.7993,,
Facebook,116,21502,"Gallego, Ruben",Democrat,House,AZ,7,573,534,-0.3434,0.6717,0.2059,0.3455,0.171,0.1204,0.0314,0.4276,0.0105,0.1588,64.2513,21.0,23.5707,,
Facebook,116,21503,"Hill, French",Republican,House,AR,2,1675,1662,0.5092,0.7546,0.3033,0.3749,0.1648,0.0322,0.0507,0.4537,0.0412,0.1266,85.4006,13.4507,25.1976,,
Facebook,116,21504,"DeSaulnier, Mark",Democrat,House,CA,11,2418,2387,-0.3089,0.6545,0.206,0.5579,0.1108,0.2949,0.0194,0.2647,0.0041,0.1009,72.9024,13.8503,18.4611,,
Facebook,116,21506,"Aguilar, Pete",Democrat,House,CA,31,466,462,-0.5057,0.7529,0.1588,0.5429,0.2725,0.1481,0.073,0.2618,0.088,0.2468,108.4635,13.5365,56.7961,,
Facebook,116,21507,"Lieu, Ted",Democrat,House,CA,33,1422,1170,-0.2751,0.6375,0.1181,0.4859,0.135,0.2743,0.0401,0.1013,0.0035,0.1259,374.7904,111.7574,95.2475,,
Facebook,116,21508,"Torres, Norma",Democrat,House,CA,35,1801,1763,-0.422,0.711,0.1283,0.3914,0.131,0.1582,0.0122,0.2982,0.0194,0.1166,65.2182,15.4481,22.0022,,
Facebook,116,21510,"Buck, Ken",Republican,House,CO,4,616,608,0.3809,0.6905,0.2159,0.4724,0.1396,0.1364,0.0292,0.2549,0.0244,0.125,129.3393,26.5179,116.4334,,
Facebook,116,21513,"Carter, Buddy",Republican,House,GA,1,705,690,0.3236,0.6618,0.2539,0.3504,0.1035,0.1433,0.0326,0.2596,0.0255,0.0865,133.8326,22.8142,75.9404,,
Facebook,116,21514,"Hice, Jody",Republican,House,GA,10,746,728,0.4136,0.7068,0.1957,0.3941,0.0214,0.2574,0.0107,0.2105,0.0027,0.0174,386.7936,102.134,145.2332,,
Facebook,116,21515,"Loudermilk, Barry",Republican,House,GA,11,611,486,0.4119,0.7059,0.0867,0.2733,0.0426,0.0622,0.0082,0.1326,0.0065,0.0376,96.347,25.7496,105.3764,,
Facebook,116,21516,"Allen, Rick",Republican,House,GA,12,979,949,0.4701,0.735,0.1971,0.3371,0.1185,0.1318,0.0225,0.3187,0.0143,0.0909,80.4351,15.2288,36.5332,,
Facebook,116,21519,"Bost, Mike",Republican,House,IL,12,1146,1116,0.3893,0.6947,0.185,0.3735,0.1693,0.1239,0.0654,0.2967,0.041,0.1353,220.7661,37.2941,104.0541,,
Facebook,116,21522,"Abraham, Ralph",Other,House,LA,5,1144,1127,0.2568,0.6284,0.1748,0.3794,0.1084,0.2334,0.0079,0.1731,0.0105,0.0752,429.6425,195.0927,81.3934,,
Facebook,116,21523,"Graves, Garret",Republican,House,LA,6,358,300,-0.0082,0.4959,0.1173,0.1034,0.0754,0.0056,0.0,0.2626,0.0391,0.0475,49.0726,6.7961,6.0028,,
Facebook,116,21525,"Moulton, Seth",Democrat,House,MA,6,1867,1806,-0.3011,0.6505,0.1328,0.4644,0.1382,0.1109,0.0064,0.2062,0.0064,0.1275,192.9304,47.7933,170.3899,,
Facebook,116,21526,"Moolenaar, John",Other,House,MI,4,980,935,0.4137,0.7069,0.1316,0.2602,0.1255,0.0541,0.0286,0.298,0.0439,0.101,107.6367,36.9265,55.4653,,
Facebook,116,21529,"Dingell, Debbie",Democrat,House,MI,12,2439,2378,-0.5034,0.7517,0.0951,0.5412,0.0685,0.0636,0.0205,0.162,0.0033,0.0517,156.8713,26.9766,64.761,,
Facebook,116,21530,"Lawrence, Brenda",Democrat,House,MI,14,974,907,-0.3811,0.6905,0.1119,0.3943,0.0575,0.1458,0.0092,0.1591,0.0092,0.0421,48.7166,12.5914,11.1735,,
Facebook,116,21531,"Emmer, Tom",Republican,House,MN,6,876,866,0.1834,0.5917,0.2489,0.25,0.1256,0.0285,0.0114,0.3002,0.0183,0.105,65.234,5.0548,40.6918,,
Facebook,116,21536,"Norcross, Donald",Democrat,House,NJ,1,1423,1415,-0.4695,0.7347,0.1715,0.4638,0.116,0.1124,0.0309,0.2474,0.0155,0.0935,59.5046,16.9747,34.7217,,
Facebook,116,21538,"Watson Coleman, Bonnie",Democrat,House,NJ,12,489,462,-0.3683,0.6842,0.227,0.3906,0.1166,0.1022,0.0123,0.2331,0.0164,0.0941,53.5031,12.6115,12.8016,,
Facebook,116,21539,"Zeldin, Lee",Republican,House,NY,1,1525,1520,0.2558,0.6279,0.1797,0.4839,0.1646,0.1357,0.059,0.2433,0.0603,0.1239,376.1344,68.7141,226.9679,,
Facebook,116,21540,"Rice, Kathleen",Democrat,House,NY,4,769,756,-0.4113,0.7056,0.1391,0.4408,0.1808,0.0819,0.0416,0.316,0.0221,0.1586,48.4434,7.368,29.1443,,
Facebook,116,21541,"Stefanik, Elise",Republican,House,NY,21,3632,3579,0.3706,0.6853,0.2927,0.4226,0.2643,0.1743,0.0889,0.217,0.0771,0.2263,594.8491,81.5537,166.1272,,
Facebook,116,21542,"Katko, John",Republican,House,NY,24,1189,1179,0.2118,0.6059,0.2523,0.4971,0.4037,0.0681,0.217,0.397,0.1001,0.3524,91.0858,7.0479,61.4197,,
Facebook,116,21543,"Walker, Mark",Republican,House,NC,6,514,508,0.3838,0.6919,0.1401,0.4747,0.1265,0.1381,0.0253,0.1751,0.0136,0.1012,152.7957,39.6479,51.0525,,
