Platform,Congress,MemberICPSR,MemberName,MemberParty,MemberChamber,MemberState,MemberDistrict,n_messages,n_scored,mean_partisan_score,mean_partisan_extremity,p_Advertising,p_PositionTaking,p_CreditClaiming,p_NegativePartisan,p_Bipartisan,p_ConstituentService,p_CreditConstituent,p_CreditPolicy,mean_likes,mean_shares,mean_replies,mean_quotes,n_newsletters
Facebook,115,41305,"KAINE, Timothy Michael (Tim)",Democrat,Senate,VA,S,1905,1860,-0.4757,0.7379,0.1549,0.6535,0.2283,0.2751,0.0856,0.1811,0.0178,0.2157,867.0619,140.4352,233.5654,,
Facebook,115,41308,"BOOKER, Cory Anthony",Democrat,Senate,NJ,S,1304,1234,-0.7044,0.8522,0.0798,0.7209,0.1887,0.3321,0.0613,0.0506,0.01,0.1833,3706.9762,1250.7178,720.9072,,
Facebook,115,41500,"SULLIVAN, Daniel Scott",Other,Senate,AK,S,880,872,0.5621,0.7811,0.2602,0.4375,0.1898,0.0341,0.0602,0.3159,0.008,0.1602,127.7955,15.8375,72.4102,,
Facebook,115,41501,"PERDUE, David Alfred, Jr.",Republican,Senate,GA,S,520,515,0.2496,0.6248,0.2,0.5154,0.0731,0.125,0.025,0.1135,0.0038,0.0615,391.525,65.6596,401.875,,
Facebook,115,41502,"ERNST, Joni",Republican,Senate,IA,S,1085,1030,0.3708,0.6854,0.3346,0.3253,0.1512,0.0304,0.0461,0.3115,0.0065,0.1355,177.0055,16.3724,105.8719,,
Facebook,115,41503,"SASSE, Benjamin Eric",Republican,Senate,NE,S,304,303,-0.2001,0.3999,0.0954,0.6711,0.0592,0.1711,0.023,0.0822,0.0,0.0526,604.9803,323.1283,262.1382,,
Facebook,115,41504,"TILLIS, Thomas Roland (Thom)",Republican,Senate,NC,S,651,606,0.4208,0.7104,0.2197,0.4101,0.1843,0.0399,0.1275,0.1674,0.0261,0.1613,242.6283,40.7327,407.0415,,
Facebook,115,41505,"ROUNDS, Marion Michael (Mike)",Republican,Senate,SD,S,1088,973,0.5551,0.7776,0.239,0.3336,0.1434,0.0267,0.0322,0.3438,0.0055,0.1213,44.9403,5.8805,37.3842,,
Facebook,115,41700,"CORTEZ MASTO, Catherine Marie",Democrat,Senate,NV,S,778,731,-0.5616,0.7808,0.1555,0.6542,0.1774,0.329,0.0283,0.2005,0.0103,0.1607,188.8303,35.7378,142.1722,,
Facebook,115,41701,"HARRIS, Kamala Devi",Democrat,Senate,CA,S,3266,3169,-0.6934,0.8467,0.0475,0.6773,0.0955,0.2603,0.0135,0.0484,0.0009,0.0882,2744.7379,686.0092,576.9357,,
Facebook,115,41702,"HASSAN, Margaret (Maggie)",Democrat,Senate,NH,S,1364,1353,-0.4673,0.7337,0.2148,0.673,0.2456,0.2867,0.085,0.1877,0.022,0.2229,163.8849,18.1672,79.1804,,
Facebook,115,41703,"KENNEDY, John Neely",Other,Senate,LA,S,1039,1027,0.0562,0.5281,0.1203,0.4918,0.1501,0.0597,0.0144,0.1319,0.0164,0.1338,221.8614,55.2791,150.0472,,
Facebook,115,41704,"STRANGE, Luther  Johnson, III",Republican,Senate,AL,S,435,422,0.2969,0.6485,0.1793,0.3793,0.1149,0.0713,0.0023,0.1954,0.0069,0.0897,43.0437,4.1287,54.5172,,
Facebook,115,41705,"JONES, Gordon Douglas (Doug)",Democrat,Senate,AL,S,633,574,-0.2329,0.6164,0.2496,0.2717,0.0837,0.0774,0.0363,0.2496,0.0095,0.0742,715.5782,158.3144,152.7046,,
Facebook,115,41706,"SMITH, Tina",Democrat,Senate,MN,S,922,885,-0.5675,0.7837,0.1768,0.551,0.2451,0.1453,0.0824,0.1898,0.0195,0.2332,146.9002,15.4892,72.1106,,
Facebook,115,41707,"HYDE-SMITH, Cindy",Republican,Senate,MS,S,435,379,-0.0488,0.4756,0.1908,0.423,0.1517,0.1678,0.0,0.1494,0.0069,0.131,332.8276,70.3954,167.5333,,
Facebook,115,49300,"FEINSTEIN, Dianne",Democrat,Senate,CA,S,422,399,-0.6328,0.8164,0.1185,0.6114,0.1422,0.3436,0.0213,0.0616,0.0047,0.1137,1210.6043,236.3886,729.5427,,
Facebook,115,49308,"MURRAY, Patty",Democrat,Senate,WA,S,879,877,-0.8794,0.9397,0.033,0.8737,0.1854,0.6155,0.0671,0.0228,0.0011,0.1797,1888.3697,413.4619,763.7918,,
Facebook,115,49703,"COLLINS, Susan Margaret",Republican,Senate,ME,S,706,699,0.391,0.6955,0.4164,0.3683,0.2139,0.0113,0.0878,0.4178,0.0255,0.1856,277.6374,33.034,432.2125,,
Facebook,115,49706,"ENZI, Michael B.",Republican,Senate,WY,S,451,447,0.3729,0.6865,0.1574,0.5787,0.2594,0.051,0.0599,0.2727,0.0089,0.2373,106.6696,27.4279,91.3503,,
Facebook,116,14066,"Young, Don",Republican,House,AK,1,743,741,0.4125,0.7063,0.2786,0.5007,0.3351,0.0323,0.0579,0.2624,0.0552,0.2988,101.6205,17.1023,37.5128,,
Facebook,116,14226,"GRASSLEY, Charles Ernest",Republican,Senate,IA,S,1447,1414,0.2841,0.6421,0.235,0.5473,0.1216,0.1009,0.0691,0.141,0.0028,0.067,186.7367,27.2032,157.4478,,
Facebook,116,14307,"LEAHY, Patrick Joseph",Democrat,Senate,VT,S,67,67,-0.0179,0.509,0.3284,0.5224,0.1343,0.3731,0.1194,0.1791,0.0299,0.1194,142.5672,19.5522,97.2985,,
Facebook,116,14435,"MARKEY, Edward John",Democrat,House,MA,7,3140,3073,-0.6315,0.8157,0.1357,0.6831,0.1726,0.1672,0.0054,0.1051,0.0083,0.1576,210.4927,40.4764,81.6449,,
Facebook,116,14657,"Sensenbrenner, F.",Republican,House,WI,5,1,1,0.8844,0.9422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,51.0,,
Facebook,116,14659,,Other,House,,,134,134,0.7021,0.8511,0.2164,0.291,0.1866,0.0075,0.0373,0.2687,0.1194,0.0821,215.8881,21.8955,169.0896,,
Facebook,116,14852,"ROBERTS, Charles Patrick (Pat)",Republican,Senate,KS,S,588,490,0.5219,0.761,0.1565,0.2075,0.1241,0.0017,0.0136,0.1922,0.0255,0.0969,74.3588,10.6973,82.0765,,
Facebook,116,14854,"Rogers, Harold",Other,House,KY,5,413,399,0.4874,0.7437,0.1985,0.2688,0.1985,0.0363,0.0363,0.3898,0.1308,0.0944,88.4383,27.5738,23.2881,,
Facebook,116,14858,"SCHUMER, Charles Ellis (Chuck)",Democrat,Senate,NY,S,3995,3927,-0.4575,0.7288,0.0583,0.7577,0.1056,0.5404,0.0353,0.018,0.0065,0.0886,1108.7937,246.6265,771.5414,,
Facebook,116,14863,"Smith, Christopher",Other,House,NJ,4,169,161,0.1494,0.5747,0.2604,0.4556,0.2367,0.0237,0.0592,0.2426,0.0178,0.1953,119.0592,17.1834,35.503,,
Facebook,116,14871,"WYDEN, Ronald Lee",Democrat,Senate,OR,S,615,602,-0.5798,0.7899,0.1024,0.7154,0.2276,0.4618,0.0179,0.1317,0.0114,0.2211,1855.2537,596.5447,686.5675,,
Facebook,116,14873,"Hoyer, Steny",Democrat,House,MD,5,2747,2705,-0.4195,0.7098,0.1169,0.7022,0.1867,0.3149,0.0641,0.154,0.0295,0.1576,299.8817,109.8362,103.1635,,
Facebook,116,14921,"McCONNELL, Addison Mitchell (Mitch)",Republican,Senate,KY,S,934,843,0.3938,0.6969,0.2013,0.5289,0.2409,0.1606,0.0493,0.1199,0.0996,0.1809,427.4529,76.9186,820.7623,,
Facebook,116,15015,"CARPER, Thomas Richard",Democrat,Senate,DE,S,548,542,-0.2185,0.6093,0.2062,0.5274,0.2172,0.1478,0.0858,0.3139,0.0547,0.1825,89.1679,12.4507,66.1624,,
Facebook,116,15019,"Cooper, Jim",Democrat,House,TN,5,981,793,-0.2695,0.6348,0.0785,0.316,0.0591,0.0887,0.0071,0.209,0.0092,0.0469,98.2569,18.2936,54.5535,,
Facebook,116,15021,"DURBIN, Richard Joseph",Democrat,Senate,IL,S,1367,1354,-0.4841,0.7421,0.1587,0.6891,0.1675,0.3343,0.0541,0.0797,0.0073,0.1544,391.2538,67.0666,325.7257,,
Facebook,116,15029,"Kaptur, Marcy",Democrat,House,OH,9,727,712,-0.2761,0.638,0.0853,0.6589,0.1981,0.3164,0.055,0.0894,0.0454,0.1568,205.956,63.8941,107.227,,
Facebook,116,15124,"Visclosky, Peter",Other,House,IN,1,475,468,0.3657,0.3171,0.1347,0.2674,0.0989,0.0084,0.0042,0.3326,0.0421,0.0779,88.2274,14.7453,21.5895,,
Facebook,116,15408,"CARDIN, Benjamin Louis",Democrat,Senate,MD,S,545,541,-0.4973,0.7486,0.2367,0.6257,0.1817,0.2404,0.0642,0.3046,0.0349,0.1505,164.1725,33.1927,217.7009,,
Facebook,116,15410,"DeFazio, Peter",Democrat,House,OR,4,952,942,-0.4958,0.7479,0.1208,0.6859,0.3571,0.2805,0.0326,0.125,0.0242,0.3319,273.3971,66.5368,115.7468,,
Facebook,116,15424,"INHOFE, James Mountain",Republican,Senate,OK,S,1527,1504,0.5202,0.7601,0.146,0.5632,0.2115,0.1244,0.0275,0.146,0.0373,0.1735,252.8435,41.1356,221.8409,,
Facebook,116,15431,"Lewis, John",Democrat,House,GA,5,17,17,-0.3533,0.6766,0.0,0.6471,0.0588,0.0588,0.0,0.1176,0.0,0.0588,2026.5294,861.9412,406.1765,,
Facebook,116,15438,"Price, David",Democrat,House,NC,4,831,818,-0.2935,0.6468,0.1889,0.4922,0.1829,0.1793,0.0277,0.2335,0.012,0.1673,132.148,18.6955,48.4477,,
Facebook,116,15446,"Upton, Fred",Republican,House,MI,6,635,625,0.2639,0.632,0.222,0.4252,0.1874,0.0205,0.148,0.2835,0.0283,0.1543,74.2079,8.1827,81.4913,,
Facebook,116,15448,"Pelosi, Nancy",Democrat,House,CA,8,1720,1691,-0.4709,0.7355,0.1273,0.6843,0.043,0.3762,0.0483,0.025,0.0,0.0355,4062.3663,865.2895,3005.6645,,
Facebook,116,15454,"Pallone, Frank",Democrat,House,NJ,6,1582,1477,-0.4351,0.7175,0.1504,0.536,0.1966,0.2491,0.031,0.1372,0.0228,0.1688,49.0556,8.3793,45.5689,,
Facebook,116,15612,"Lowey, Nita",Democrat,House,NY,17,199,197,-0.3684,0.6842,0.1357,0.6884,0.2362,0.3367,0.0302,0.0905,0.0302,0.2312,73.2462,9.608,36.6281,,
Facebook,116,15616,"Neal, Richard",Democrat,House,MA,2,883,858,-0.0882,0.5441,0.2005,0.4745,0.2276,0.0668,0.0272,0.3114,0.0578,0.1755,72.7633,10.6093,24.2514,,
Facebook,116,20101,"BOOZMAN, John",Republican,House,AR,3,1020,1012,0.5466,0.7733,0.2333,0.4157,0.2167,0.0196,0.0392,0.2912,0.052,0.1725,89.949,15.2333,74.3324,,
Facebook,116,20104,"Schiff, Adam",Democrat,House,CA,29,1412,1315,-0.5556,0.7778,0.1176,0.6693,0.1261,0.3081,0.0312,0.153,0.0057,0.1161,2603.5361,652.0744,1017.2868,,
Facebook,116,20119,"Lynch, Stephen",Democrat,House,MA,9,764,755,0.0243,0.4879,0.2775,0.6008,0.2618,0.1047,0.0602,0.2814,0.0327,0.2238,77.1466,9.856,36.7395,,
Facebook,116,20122,"McCollum, Betty",Democrat,House,MN,4,1731,1707,-0.3914,0.6957,0.1219,0.569,0.1514,0.264,0.0133,0.2091,0.0185,0.1167,73.0635,15.7655,16.3865,,
Facebook,116,20124,"Graves, Sam",Republican,House,MO,6,1440,1412,0.3155,0.6577,0.0812,0.5438,0.1424,0.1097,0.0319,0.1882,0.0597,0.1069,418.1007,215.9201,62.8333,,
Facebook,116,20136,"Langevin, James",Democrat,House,RI,2,1128,1113,-0.3199,0.66,0.1738,0.4991,0.2332,0.1268,0.0355,0.1941,0.0523,0.1826,44.8174,5.0363,25.5878,,
Facebook,116,20138,"Wilson, Joe",Republican,House,SC,2,1093,1080,0.5724,0.7862,0.2013,0.3065,0.1372,0.054,0.0311,0.3028,0.0119,0.1144,72.4428,10.3102,39.9396,,
Facebook,116,20145,"Larsen, Rick",Democrat,House,WA,2,1725,1678,-0.082,0.541,0.3774,0.4464,0.2661,0.0661,0.0487,0.4267,0.0522,0.2313,71.6412,6.4313,37.1693,,
Facebook,116,20146,"CAPITO, Shelley Moore",Republican,House,WV,2,2543,2273,0.2545,0.6272,0.2355,0.302,0.2092,0.0248,0.0405,0.2092,0.0783,0.1593,118.2414,20.9446,69.8219,,
Facebook,116,20147,"Clay, William Lacy, Jr.",Democrat,House,MO,1,279,269,-0.1495,0.5747,0.1219,0.5699,0.0896,0.4516,0.0179,0.086,0.0108,0.086,64.1685,16.4839,24.2939,,
Facebook,116,20301,"Rogers, Mike",Republican,House,AL,3,1151,1075,0.5318,0.7659,0.3258,0.1642,0.0252,0.0938,0.0026,0.364,0.0052,0.02,80.8636,21.6846,33.0652,,
Facebook,116,20305,"Grijalva, Raul",Democrat,House,AZ,7,740,734,-0.5349,0.7675,0.1257,0.777,0.2824,0.3662,0.0189,0.1541,0.0054,0.273,87.9622,54.8986,68.773,,
Facebook,116,20307,"Nunes, Devin",Republican,House,CA,22,179,166,0.4693,0.7347,0.4972,0.2346,0.0838,0.0838,0.0056,0.2514,0.0223,0.067,404.6313,130.3911,246.9944,,
Facebook,116,20310,"Sanchez, Linda",Democrat,House,CA,39,933,893,-0.4938,0.7469,0.1361,0.4652,0.1254,0.149,0.0322,0.2186,0.0086,0.1147,31.2572,6.836,15.7567,,
Facebook,116,20316,"Diaz-Balart, Mario",Republican,House,FL,25,640,619,0.1952,0.5976,0.2,0.3531,0.1203,0.0297,0.0312,0.2734,0.0359,0.0906,34.3672,8.5031,11.7094,,
Facebook,116,20321,"Scott, David",Democrat,House,GA,13,577,469,-0.1525,0.5763,0.1334,0.2721,0.1889,0.0121,0.0312,0.2964,0.0277,0.1369,22.2409,4.7002,6.6395,,
Facebook,116,20322,"Case, Ed",Democrat,House,HI,1,948,938,0.0588,0.4706,0.3027,0.3671,0.2278,0.0274,0.0306,0.3133,0.0338,0.1899,23.038,2.4715,2.9631,,
Facebook,116,20325,"King, Steve",Other,House,IA,5,1653,571,0.3099,0.6549,0.0817,0.1065,0.0272,0.0629,0.003,0.0702,0.0024,0.0272,801.4186,3934.1615,177.9425,,
Facebook,116,20330,"VAN HOLLEN, Christopher",Democrat,House,MD,8,1068,1068,-0.513,0.7565,0.0805,0.8109,0.264,0.4785,0.0946,0.1039,0.0178,0.2519,283.7481,87.5056,328.2331,,
Facebook,116,20340,"Butterfield, G.K.",Democrat,House,NC,1,448,419,-0.1878,0.5939,0.1094,0.3415,0.1116,0.0893,0.0335,0.1429,0.0112,0.1004,53.1406,16.3884,32.5446,,
Facebook,116,20342,"Turner, Michael",Republican,House,OH,3,277,275,0.3688,0.6844,0.2996,0.5162,0.3285,0.0975,0.0578,0.2347,0.0542,0.296,60.4043,14.3899,59.0542,,
Facebook,116,20343,"Ryan, Tim",Democrat,House,OH,17,2208,2066,-0.4955,0.7477,0.082,0.5611,0.1368,0.2047,0.0149,0.1042,0.0245,0.1173,276.5109,75.3456,155.9656,,
Facebook,116,20344,"Cole, Tom",Republican,House,OK,4,723,720,0.5407,0.7704,0.2891,0.4025,0.0775,0.1037,0.0567,0.2849,0.0207,0.0581,68.2711,15.7994,50.8216,,
Facebook,116,20351,"BLACKBURN, Marsha",Republican,House,TN,7,3034,2943,0.372,0.686,0.0781,0.4515,0.0775,0.2096,0.0158,0.057,0.0066,0.0686,841.6599,161.4305,342.236,,
Facebook,116,20355,"Burgess, Michael",Republican,House,TX,26,990,976,0.2969,0.6485,0.1636,0.5313,0.1222,0.103,0.0273,0.1242,0.0081,0.103,45.2303,6.803,43.7354,,
Facebook,116,20356,"Carter, John",Republican,House,TX,31,1607,1594,0.3383,0.6692,0.1021,0.4001,0.1904,0.0965,0.0162,0.234,0.0386,0.1661,57.6503,13.2595,20.8189,,
Facebook,116,20357,"Bishop, Rob",Other,House,UT,1,66,59,0.4545,0.7273,0.1364,0.4242,0.0606,0.0455,0.0303,0.0455,0.0,0.0303,93.7576,14.697,42.2879,,
Facebook,116,20501,"Costa, Jim",Democrat,House,CA,16,1257,1256,-0.2156,0.6078,0.1488,0.4113,0.1512,0.0517,0.0461,0.3302,0.031,0.1289,35.1695,7.3469,13.2387,,
Facebook,116,20504,"Wasserman Schultz, Debbie",Democrat,House,FL,20,1968,1934,-0.4777,0.7388,0.1032,0.6621,0.1011,0.341,0.029,0.123,0.0056,0.091,248.6001,78.9131,80.4029,,
Facebook,116,20508,"Lipinski, Daniel",Democrat,House,IL,3,735,728,0.0887,0.4556,0.298,0.419,0.2639,0.0286,0.0612,0.3687,0.0286,0.2395,34.0381,3.2952,15.9442,,
Facebook,116,20517,"Cleaver, Emanuel",Democrat,House,MO,5,495,466,-0.1904,0.5952,0.1374,0.3051,0.0869,0.0929,0.0202,0.1939,0.0182,0.0747,121.3455,22.2687,35.9737,,
Facebook,116,20518,"Fortenberry, Jeff",Republican,House,NE,1,727,719,0.405,0.7025,0.1884,0.4319,0.1609,0.0096,0.0468,0.2462,0.0206,0.1431,53.1128,8.4993,52.2352,,
Facebook,116,20519,"Higgins, Brian",Democrat,House,NY,27,483,463,-0.1277,0.5638,0.089,0.4141,0.2754,0.0455,0.0269,0.2878,0.1325,0.1346,59.6087,10.677,23.5362,,
Facebook,116,20521,"Foxx, Virginia",Republican,House,NC,5,503,487,0.3356,0.6678,0.1312,0.2903,0.0517,0.1193,0.0278,0.1431,0.0099,0.0358,124.7157,21.5368,72.2266,,
Facebook,116,20522,"McHenry, Patrick",Republican,House,NC,10,509,504,0.6538,0.8269,0.2554,0.4106,0.1198,0.1238,0.057,0.3124,0.0138,0.1081,47.1218,6.8369,57.5029,,
Facebook,116,20527,"Gohmert, Louie",Republican,House,TX,1,676,630,0.3653,0.6826,0.2899,0.4083,0.0222,0.2056,0.0089,0.0592,0.003,0.0237,585.4497,267.0858,212.963,,
Facebook,116,20529,"Green, Al",Democrat,House,TX,9,544,477,-0.1775,0.5887,0.3217,0.4026,0.0349,0.2298,0.0,0.079,0.0018,0.0331,63.3934,9.7574,86.5349,,
Facebook,116,20530,"McCaul, Michael",Republican,House,TX,10,1019,1001,0.378,0.689,0.1443,0.5613,0.1698,0.1227,0.053,0.1619,0.0147,0.1452,183.0147,113.3788,55.6585,,
Facebook,116,20531,"Conaway, Michael",Republican,House,TX,11,729,610,0.3842,0.6921,0.2922,0.155,0.048,0.0412,0.0069,0.3772,0.0096,0.0412,67.1262,9.7915,19.8532,,
Facebook,116,20533,"Cuellar, Henry",Democrat,House,TX,28,1228,1215,0.0384,0.4808,0.2386,0.4707,0.3379,0.0326,0.0318,0.3119,0.1059,0.2777,48.8477,8.6279,27.171,,
Facebook,116,20535,"McMorris Rodgers, Cathy",Republican,House,WA,5,728,717,0.2104,0.6052,0.239,0.4258,0.169,0.0481,0.0275,0.2651,0.033,0.1511,159.2912,22.364,91.8956,,
Facebook,116,20537,"Moore, Gwen",Democrat,House,WI,4,1880,1824,-0.5421,0.7711,0.0878,0.5777,0.1245,0.2633,0.009,0.1144,0.0064,0.1096,60.4606,15.2707,18.3628,,
Facebook,116,20538,"Matsui, Doris",Democrat,House,CA,5,413,410,-0.4618,0.7309,0.1404,0.5642,0.2591,0.1138,0.0266,0.2131,0.0169,0.2397,66.7215,8.9613,16.4068,,
Facebook,116,20542,"Sires, Albio",Democrat,House,NJ,13,1035,1032,-0.1733,0.5866,0.2618,0.6425,0.2406,0.1072,0.0357,0.1652,0.0348,0.2193,21.8947,2.9556,7.2667,,
Facebook,116,20702,"McNerney, Jerry",Democrat,House,CA,11,421,414,-0.2783,0.6391,0.228,0.38,0.1496,0.1116,0.0071,0.4157,0.0048,0.1354,47.1758,7.2565,23.6841,,
Facebook,116,20703,"McCarthy, Kevin",Republican,House,CA,23,1828,1805,0.3235,0.6617,0.0208,0.5279,0.035,0.4809,0.0109,0.0432,0.0071,0.0312,3873.9781,1076.0367,780.2287,,
Facebook,116,20704,"Lamborn, Doug",Republican,House,CO,5,525,524,0.6658,0.8329,0.2914,0.4133,0.1695,0.0933,0.04,0.3029,0.0248,0.1333,65.1695,13.6571,59.8819,,
Facebook,116,20705,"Perlmutter, Ed",Democrat,House,CO,7,898,879,-0.3174,0.6587,0.0813,0.4955,0.1147,0.167,0.02,0.2572,0.0134,0.098,82.9911,15.0111,29.0891,,
Facebook,116,20706,"Courtney, Joe",Democrat,House,CT,2,1189,1188,-0.0147,0.5074,0.3255,0.5669,0.3583,0.0673,0.1741,0.4012,0.0942,0.296,77.1211,20.3751,17.7283,,
Facebook,116,20707,"MURPHY, Christopher",Democrat,House,CT,5,3709,3509,-0.4972,0.7486,0.1038,0.6045,0.1445,0.2424,0.0253,0.1566,0.0132,0.1305,783.9636,242.594,368.1432,,
Facebook,116,20708,"Castor, Kathy",Democrat,House,FL,11,1645,1556,-0.4622,0.7311,0.1964,0.6055,0.2267,0.186,0.0717,0.2207,0.0353,0.1897,42.3927,8.5818,32.524,,
Facebook,116,20709,"Buchanan, Vern",Republican,House,FL,16,594,591,0.1984,0.5992,0.1279,0.5135,0.2845,0.0438,0.0539,0.2222,0.0269,0.2492,316.1953,67.5017,205.2104,,
Facebook,116,20712,"Johnson, Hank Jr.",Democrat,House,GA,4,1559,1470,-0.2322,0.6161,0.1276,0.3239,0.0616,0.0949,0.0135,0.3124,0.0096,0.0455,15.4452,6.4894,15.6742,,
Facebook,116,20713,"HIRONO, Mazie",Democrat,House,HI,2,713,686,-0.4525,0.7263,0.0393,0.6494,0.0743,0.4993,0.007,0.0842,0.0042,0.0701,227.0898,42.3324,199.9762,,
Facebook,116,20720,"Loebsack, David",Democrat,House,IA,2,211,208,0.4044,0.2978,0.4882,0.2038,0.09,0.0474,0.0047,0.5166,0.019,0.0758,66.6493,19.5782,25.1232,,
Facebook,116,20723,"Yarmuth, John",Democrat,House,KY,3,413,377,-0.2587,0.6293,0.1719,0.368,0.092,0.1598,0.0194,0.2203,0.0097,0.092,339.0847,68.3438,149.6852,,
Facebook,116,20724,"Sarbanes, John",Democrat,House,MD,3,1163,1110,-0.4187,0.7093,0.1402,0.5013,0.2889,0.1531,0.0439,0.2304,0.1075,0.1745,51.1771,6.2829,17.4858,,
Facebook,116,20725,"Walberg, Tim",Republican,House,MI,7,791,779,0.393,0.6965,0.22,0.3439,0.1037,0.0973,0.0809,0.3717,0.0164,0.0936,194.2781,33.6157,136.1745,,
Facebook,116,20729,"Smith, Adrian",Republican,House,NE,3,456,445,0.4823,0.7412,0.4737,0.3268,0.0965,0.0351,0.0154,0.4912,0.0044,0.0833,20.7785,1.9452,7.2456,,
Facebook,116,20733,"Clarke, Yvette",Democrat,House,NY,9,870,826,-0.4949,0.7475,0.2425,0.4586,0.1322,0.1264,0.0057,0.1931,0.0,0.1195,22.1678,4.9598,4.8195,,
Facebook,116,20735,"GILLIBRAND, Kirsten",Democrat,Senate,NY,S,1460,1377,-0.622,0.811,0.1459,0.5849,0.1521,0.1815,0.0089,0.087,0.0034,0.1288,620.1877,97.3541,304.9705,,
Facebook,116,20738,"Jordan, Jim",Republican,House,OH,4,980,875,0.1668,0.5834,0.0816,0.401,0.0031,0.4378,0.0031,0.0184,0.0,0.0031,7502.5265,2140.0163,1615.2918,,
Facebook,116,20748,"Cohen, Steve",Democrat,House,TN,9,1263,1226,-0.3427,0.6714,0.1694,0.7356,0.1924,0.4014,0.0135,0.0554,0.0063,0.1758,91.4616,18.0578,38.5519,,
Facebook,116,20749,"Foster, Bill",Democrat,House,IL,14,909,884,-0.4164,0.7082,0.1947,0.549,0.1716,0.2585,0.0253,0.2046,0.0077,0.1419,94.5171,17.8229,48.4631,,
Facebook,116,20750,"Welch, Peter",Democrat,House,VT,1,442,437,-0.388,0.694,0.1833,0.4955,0.1697,0.1403,0.0249,0.2353,0.009,0.1403,117.6222,15.3937,56.6833,,
Facebook,116,20755,"Latta, Robert",Republican,House,OH,5,1004,1004,0.4307,0.7153,0.2042,0.4452,0.2112,0.0837,0.0647,0.3546,0.0189,0.1823,61.1076,8.8436,50.3815,,
Facebook,116,20756,"Wittman, Robert",Republican,House,VA,1,1530,1475,0.33,0.665,0.2686,0.4163,0.2333,0.0601,0.0497,0.302,0.0288,0.2118,93.0203,13.3444,54.5288,,
Facebook,116,20757,"Carson, Andre",Democrat,House,IN,7,617,580,-0.376,0.688,0.1864,0.3955,0.154,0.1005,0.0276,0.1977,0.013,0.1345,119.8833,19.9627,57.53,,
Facebook,116,20758,"Bilirakis, Gus",Republican,House,FL,12,2153,2130,0.3879,0.6939,0.1853,0.4909,0.2634,0.0232,0.1003,0.3242,0.0325,0.2359,96.4705,39.9763,63.6331,,
Facebook,116,20759,"Scalise, Steve",Republican,House,LA,1,1428,1405,0.3696,0.6848,0.0497,0.6183,0.0651,0.5994,0.0238,0.0399,0.0182,0.0532,927.5441,413.7122,306.855,,
Facebook,116,20762,"Speier, Jackie",Democrat,House,CA,14,547,537,-0.3666,0.6833,0.1773,0.6545,0.2048,0.2413,0.0475,0.1426,0.0073,0.1956,210.5229,50.6307,52.532,,
Facebook,116,20902,"Kirkpatrick, Ann",Democrat,House,AZ,1,2842,2767,-0.4489,0.7244,0.0556,0.583,0.1263,0.1446,0.0165,0.1502,0.0141,0.1115,52.8983,12.931,72.7558,,
Facebook,116,20903,"McClintock, Tom",Republican,House,CA,4,474,431,0.4211,0.7106,0.3861,0.4895,0.0654,0.1329,0.0253,0.154,0.0042,0.0506,321.9473,173.8586,212.2068,,
Facebook,116,20907,"Himes, James",Democrat,House,CT,4,2425,2337,-0.2669,0.6335,0.1847,0.3497,0.0899,0.0833,0.0157,0.2911,0.0206,0.0697,90.8775,19.219,23.2961,,
Facebook,116,20909,"Posey, Bill",Other,House,FL,15,225,130,0.2768,0.6384,0.1511,0.0889,0.04,0.0267,0.0178,0.0489,0.0,0.0356,95.7556,43.5111,45.28,,
Facebook,116,20916,"Guthrie, Brett",Other,House,KY,2,706,701,0.5199,0.76,0.398,0.4249,0.3187,0.0255,0.0737,0.4164,0.0354,0.2847,78.0935,11.1374,28.6516,,
Facebook,116,20919,"CASSIDY, Bill",Republican,House,LA,6,3101,3049,0.0779,0.5389,0.0774,0.4682,0.1796,0.108,0.0413,0.1506,0.0271,0.147,193.1951,40.8536,176.2377,,
Facebook,116,20920,"Pingree, Chellie",Democrat,House,ME,1,1064,1014,-0.3961,0.6981,0.125,0.625,0.2133,0.2481,0.047,0.1184,0.0075,0.1983,187.219,45.813,112.2998,,
Facebook,116,20923,"PETERS, Gary C.",Democrat,House,MI,9,2764,2750,-0.3176,0.6588,0.1574,0.589,0.3665,0.1122,0.0955,0.1711,0.0326,0.3459,296.7945,43.1454,208.5807,,
Facebook,116,20926,"Luetkemeyer, Blaine",Republican,House,MO,3,473,459,0.3807,0.6903,0.0867,0.3235,0.0423,0.1438,0.0085,0.2516,0.0085,0.0338,96.9514,19.9366,59.1522,,
Facebook,116,20927,"Titus, Dina",Democrat,House,NV,3,292,283,-0.4193,0.7097,0.1336,0.5616,0.2055,0.2534,0.024,0.2089,0.024,0.1747,66.3733,16.2123,47.9658,,
Facebook,116,20930,"HEINRICH, Martin",Democrat,House,NM,1,1180,1172,-0.448,0.724,0.0992,0.5873,0.1669,0.2136,0.0483,0.161,0.0347,0.1517,268.7347,47.2559,178.2686,,
Facebook,116,20932,"Lujan, Ben Ray",Democrat,House,NM,3,2752,2738,-0.5771,0.7886,0.1882,0.5069,0.2097,0.1933,0.0214,0.2082,0.0276,0.1933,87.4328,18.6163,52.9509,,
